       a,       b,      w0,      w1,       x,       y,       z
     -15,       8,      53,     116,      16,      10,      20
      23,      24,    2037,     998,      26,      22,       3
      -3,      20,    -459,     306,       0,      13,      22
      13,      14,    -235,     446,       4,      17,      25
      11,     -15,   -2259,     666,      30,      10,       7
      11,     -10,   -1219,     469,      19,       1,      17
       0,       8,    -107,     106,      11,       4,       0
       1,      19,     453,     380,      12,      24,       7
       9,      -2,    -539,     190,      10,      -8,      15
      -2,      -6,    -723,     210,      11,      19,      -3
       0,      14,    -963,     186,      -9,      12,      15
      10,       2,    -451,     186,       1,      17,       0
      20,       5,    -359,     302,       5,      10,       9
      33,       5,    -639,    -325,      -9,      -7,      12
      25,      14,     605,     753,      19,      10,       8
      13,      28,     773,     203,      11,      -3,       3
       4,      -4,    -459,      52,       0,      -2,       9
       5,      12,    -987,      -3,     -11,      15,      -4
      -2,      14,     997,     420,      26,      22,      12
      24,       8,    -331,     420,       4,      18,      15
      12,      12,     693,     700,      24,      10,      21
      26,      -3,    -591,     568,      11,       4,      22
       1,       9,    -315,     428,       4,      16,      30
      -1,       1,    -363,     140,      24,       2,       0
      16,       7,    -375,     112,       3,      -5,      12
      20,      11,     -19,     376,      10,      10,       2
       2,      17,    -663,      66,      -3,      -7,      20
      10,       8,    -331,     278,       4,      -1,      28
      21,      16,     565,     532,      16,       6,       5
       7,       4,    -379,     285,       5,      14,      10
      15,       6,    -123,     582,      14,       8,      26
       5,      10,     -99,     389,       9,       5,      30
      17,       2,    -419,     339,       5,      20,       3
       6,      10,    -259,     368,       5,      10,      26
       9,      26,    1621,     470,      20,      13,       5
      10,      10,     181,     258,      16,       5,      -6
      19,       8,     -11,     542,      14,      12,       9
       3,       1,    -419,     264,      10,      19,      -2
      -2,      22,     685,     138,      13,      -1,      12
      29,      24,      21,     475,       5,      14,      20
       9,      17,    -867,     194,      -6,      18,      13
       2,      19,     681,     190,      15,       7,       0
      -4,      -9,   -1395,     372,      26,      32,       0
      21,      -7,    -683,     276,       8,      -2,      10
      -2,      28,     101,     144,       5,       6,       8
       8,       1,    -367,     646,      23,      22,      13
      16,      27,    2133,     684,      24,      22,      -8
       5,       3,    -723,     130,     -22,      18,      24
       1,      11,     685,     230,      26,       0,       6
      19,      15,     741,     844,      20,      20,      18
      25,      -4,    -843,    1094,      24,      15,      25
      17,       7,    -207,     545,       9,      21,      16
       5,      -7,    -963,     384,      18,       9,      12
       4,      16,     309,     332,      12,      18,       4
      25,      32,   -1099,     205,      -5,      32,       5
      22,      -5,    -919,    1080,      23,      18,      32
     -10,      13,      61,      32,      10,      -4,      14
      20,      -2,    -579,     808,      15,      17,      31
      16,      13,     425,     592,      17,      -3,      31
       7,       3,    -375,     295,       7,       2,      23
       7,       4,    -379,     217,       5,      12,       4
       1,       0,    -459,     145,      -9,       4,      21
      -5,      19,    1897,      81,      31,       1,       5
      12,       2,    -419,     238,       5,       2,      16
       3,       3,    -219,     120,      20,       2,     -10
      -3,      14,     717,     185,      21,       9,       4
      23,       9,     441,     809,      25,      14,      -7
       5,       5,    -719,     129,     -13,      12,      19
       1,      26,     997,     396,      14,      13,      21
      19,     -11,   -1339,     376,      20,     -18,       7
       5,      19,      73,     203,       7,       3,      12
      14,      27,    -675,      86,      -2,      11,       2
     -10,       9,    -675,     180,      -6,      22,      -8
       8,       4,    -219,     394,      15,      12,       8
      -3,      -8,    -715,     362,       8,      17,      21
       1,      22,     157,     381,       7,      18,      19
      10,       6,    -315,     316,       6,      10,      15
       2,       4,    -251,     390,      13,      11,      22
       8,      15,     141,     362,      10,       7,      19
      22,       8,     245,     618,      22,      -3,       4
      -1,       6,      93,     225,      23,       3,      10
      15,       2,    -403,     495,       7,      26,      11
       9,      16,     437,     422,      14,      14,       9
      13,      17,    1309,     740,      26,      19,       7
      19,      36,    1413,     713,      13,      22,      21
      15,       7,    -627,     188,      -6,      25,       8
      14,      -7,    -739,     392,      10,       4,      19
       1,       0,    -459,     135,      -3,       6,      12
       5,      14,    -123,      74,       6,       4,      -4
      23,      19,     301,     538,      10,      16,      11
       8,     -12,    -891,     364,       9,       7,      21
       9,       3,    -375,     295,       7,      19,       0
       2,       9,     621,     650,      30,      25,      20
       7,      -4,    -827,     471,      23,      14,       4
      26,     -22,    -459,     226,       0,      13,      12
      25,       7,     -67,     538,      14,       4,       8
      -1,      15,     261,     226,      12,       7,      12
      10,      14,     549,     562,      18,       9,      23
      16,       9,      81,     642,      15,       8,      29
      -1,      10,    -299,     186,       4,      11,       7
      13,     -14,    -459,     292,       0,      14,      19
      12,     -10,   -1419,     504,      24,      -4,      14
      14,      18,     549,     556,      14,       6,      27
       0,      11,     -63,      52,       9,       7,      -9
      13,      23,   -1287,      53,      -9,      12,      13
       7,       0,    -459,     123,      11,       2,      -5
      16,      -3,    -723,     946,      22,      39,       9
      36,      26,     893,     690,      13,       0,      18
       1,      17,    1037,     220,      22,       5,       2
       5,      13,     477,      74,      18,     -18,       7
      -6,       7,     -67,     498,      14,      37,      16
      17,       7,    -599,      97,      -5,       6,      19
      17,      10,    -139,     462,       8,      19,      11
       7,       2,    -331,     410,      16,      13,       9
      10,      18,     981,     552,      20,      20,       4
       6,      37,    2797,     628,      22,      30,       8
       8,       8,    -107,     -90,      11,     -18,      -8
      16,      19,     301,     570,      10,      11,      30
      11,      33,     -63,    -183,       3,     -21,      -3
      21,      26,     373,     408,       8,      12,       9
      13,      27,    2457,     845,      27,      30,       4
       7,       4,    -523,     300,      -4,      36,      -1
       3,       4,    -555,     154,      -6,      -8,      36
      36,      15,     441,     680,      15,       1,       5
      32,       0,    -459,     650,      15,       8,       0
      11,       5,    -439,     337,       1,      32,       0
      13,      26,     165,     248,       6,       7,       8
       8,       7,    -123,     448,      12,      16,      15
      -4,      28,   -1019,     136,      -5,       5,      12
      21,      13,     217,     801,      13,      13,      40
      16,      11,    -195,     264,       6,      -2,      19
      -1,       2,    -323,     437,      17,      24,      14
      19,       3,    -267,     698,      16,      17,      16
       4,      30,     981,     308,      12,       2,      21
       6,       2,    -291,     460,      21,      12,      11
       5,     -12,   -1659,     475,      25,      12,      10
      17,       0,    -459,     457,      21,       3,      -7
      14,       0,    -459,     378,      21,     -13,      11
      19,       0,    -459,     500,      10,      21,       5
      16,      16,     693,     572,      18,      12,       7
       7,      12,      69,     315,      11,      14,       4
       2,       1,    -475,     232,      -4,      20,       8
       9,      -3,    -507,     196,       4,       0,      17
      16,      -5,    -119,     -96,     -17,      15,      16
      17,       7,    -375,     225,       3,       2,      17
       3,      18,     549,     354,      14,      10,      16
       1,      -3,    -711,     419,      21,      24,       4
      19,      33,    2973,     802,      26,       4,      14
       5,       0,    -459,     652,      32,      18,      15
      15,      13,    -563,     172,      -2,       7,      18
      20,      12,    -603,     -16,      -3,      -1,       9
       0,       5,    -359,     216,       5,      25,      -8
      25,      22,    1037,     671,      17,       8,       8
      15,      16,    -267,     263,       3,      12,      10
      17,      10,     301,     465,      19,       6,      -4
      -4,      20,    2021,     124,      31,       7,      -1
      -1,      19,     149,     484,       8,      26,      23
      10,      26,      61,     374,       5,      15,      18
       2,       9,     297,     338,      21,      17,       0
      -2,      10,     -99,     374,       9,      17,      21
      20,      14,     493,     586,      17,      12,       3
       0,       5,    -219,     196,      12,      14,      -2
       6,      18,    1053,     612,      21,      28,      10
      20,       7,    -347,     508,       4,      18,      28
      -5,      15,     381,      66,      14,      -2,       9
      27,      22,   -1955,    -407,     -17,       5,      13
       0,      10,     -19,     122,      11,     -12,      22
      15,      16,    -459,     180,       0,     -10,      35
      21,      13,    -355,    -226,       2,     -24,      -5
      12,      15,     621,     600,      18,       6,      27
      16,      17,     425,     496,      13,      17,       5
      21,       3,    -303,     363,      13,      -2,       4
       3,     -10,    -659,     125,       5,       0,      10
      -4,      -2,    -571,     -58,      14,       1,     -12
      10,     -21,   -1551,     492,      13,      18,      13
       0,       7,     353,     576,      29,      13,      34
      42,       4,    -491,     192,      -2,      16,      16
      15,       4,    -347,     331,       7,      20,      -2
       1,     -12,    -459,     190,       0,      11,      10
       9,      24,     213,     477,       7,      18,      24
       5,      20,     581,     449,      13,      25,       7
      18,      23,    1749,     586,      24,       1,       0
       3,       4,    -539,    -107,      -5,      -3,      -4
      10,      22,     773,     516,      14,      18,      14
      21,       7,     -67,     338,      14,     -12,      10
      -6,       8,     245,     -20,      22,     -10,      10
      18,      25,     641,     318,      11,       3,       3
      11,      27,     -27,     248,       4,      -2,      25
       2,      26,    -459,      22,       0,       7,      -6
       9,      15,    -879,     133,      -7,      11,      16
      10,      15,    1761,     856,      37,      16,      13
      29,       8,    -779,    -214,     -10,      12,       2
       5,      29,     933,     440,      12,      26,       6
       4,       4,    -443,     424,       1,      27,      18
       9,      -5,    -679,     429,      11,      12,      18
       6,      -5,    -399,     102,      -3,      13,       1
      14,       6,     -51,     580,      17,       8,      20
      15,      28,    -571,      -1,      -1,     -14,      20
      -1,       5,     281,     211,      37,      -3,       7
      24,      21,    1305,     852,      21,      15,       9
      16,      23,    3037,    1184,      38,      26,      11
      16,      28,     549,     478,       9,      16,      15
       1,      33,    1917,     354,      18,      22,       1
      -6,     -10,    -819,     194,       9,       9,      13
       2,      19,     301,     508,      10,      22,      26
      11,      36,    2133,     630,      18,      18,      18
      17,      12,     309,     868,      16,      38,      15
      17,      17,     561,     607,      15,      15,      14
      -5,      17,     153,     399,       9,      23,      20
       1,      12,    -411,     223,       1,      12,      12
      25,      27,    1053,     418,      14,       0,      -2
      24,      -5,    -879,     948,      21,      19,      16
      14,      39,    -303,      24,       1,      -6,       8
      17,       5,    -159,     363,      15,       1,       1
       4,      16,     629,     360,      17,      11,      10
       0,       6,    -315,     246,       6,      21,       0
      10,       9,    -423,     282,       1,      13,      17
       2,       9,     729,     512,      33,      16,      11
      -7,      -5,    -519,      -3,       3,       0,       0
      14,       1,    -435,     350,       6,      19,       5
      26,       9,    -171,     400,       8,      24,     -12
      -3,       7,    -151,     213,      11,      10,      10
       5,      25,    1141,     294,      16,       3,      11
     -10,      17,     697,     -54,      17,      15,     -17
      36,      -4,    -459,     230,       0,      19,       5
      11,       0,    -459,     276,       8,      22,     -10
      25,       7,     185,     841,      23,       4,      11
      30,      -1,    -527,     734,      17,       5,       9
      13,      10,     341,     812,      20,      24,      24
       8,       6,     -75,     542,      16,      23,      11
       8,       7,    -291,     366,       6,      17,      14
      11,       6,     141,     541,      25,       6,       7
       3,      28,    -795,     227,      -3,      11,      18
       7,       6,      69,     572,      22,      11,      22
      -1,       3,    -147,     242,      26,       4,       9
       6,       9,    -171,     444,       8,      26,      11
       4,      22,     157,     316,       7,      19,       7
      16,      -3,    -627,     378,      14,      -5,      15
       8,      33,    1653,     402,      16,      -3,      26
       8,      14,     605,     520,      19,      11,      18
      14,      17,     153,     232,       9,      10,      -6
      24,      20,    1781,     862,      28,       3,      -1
       9,      21,     381,     218,      10,      -2,      11
      18,      -5,   -1039,     952,      29,      12,      17
       0,      13,    -927,     388,      -9,      29,      19
      -3,       0,    -459,     248,      26,      13,       5
      25,      20,    -139,     446,       4,      17,      19
       0,      11,    -503,     272,      -1,       7,      26
      19,       7,     269,    1072,      26,      23,      24
      29,       2,    -235,    1154,      28,      15,       3
       0,      22,    1125,     284,      18,      16,       2
      23,       0,    -459,     422,      10,       6,       9
      21,       8,     437,     872,      28,       2,      12
       1,      20,    1141,     -14,      20,     -13,      -3
      -3,      13,   -1239,     323,     -15,      20,      21
       5,      17,    -527,      35,      -1,      -5,      12
       9,      16,    -139,     439,       5,      30,       8
       6,      13,    -303,     198,       3,      17,      -1
      -5,      -1,    -511,     153,      13,       2,      15
      31,      -1,    -551,     991,      23,       2,      15
      23,      -9,    -675,     398,       6,       0,      28
      13,      10,    -459,     168,       0,       8,      11
      11,      17,      85,     374,       8,       3,      26
      25,       6,    -483,      -7,      -1,       4,      -2
      10,       7,    -123,     312,      12,      12,       0
      -8,      11,     641,     284,      25,      19,      18
      -7,      16,     309,     228,      12,       4,      25
      -2,       2,    -355,     178,      13,      -1,      17
      -6,      14,     997,     520,      26,      32,      25
      -6,       9,     117,      62,      16,     -13,      24
      20,      19,    1441,     842,      25,      12,       9
      -3,      11,     641,      97,      25,     -17,      24
      13,       5,     181,     728,      32,       8,       5
      12,       1,    -447,     278,       3,      16,       8
      12,       3,    -435,     108,       2,      12,      -6
       1,       5,    -419,      34,       2,       2,       0
       7,      26,    1101,     381,      15,       1,      22
      16,      26,     165,     420,       6,      12,      21
       2,      32,    1973,     470,      19,      11,      26
      10,       6,    -363,     362,       4,      13,      21
      20,       2,    -467,     178,      -1,      10,      13
       4,      13,    -875,     -40,      -8,       4,       0
     -12,      28,     885,      80,      12,       0,      19
      18,      14,     437,     950,      16,      31,      32
       8,       3,    -315,     234,      12,       5,       2
     -15,      14,    1277,    -155,      31,      -6,      23
      14,       8,    -715,    -104,      -8,      -8,      17
       0,       4,    -331,     248,       8,      24,      -5
      17,      12,    -267,     456,       4,      30,       8
       6,      14,     717,     562,      21,      27,       5
       8,      23,     277,     112,       8,      -4,       5
     -12,      22,    1301,      70,      20,       7,      15
      27,      11,     597,     918,      24,       7,       7
      13,      10,    -499,     305,      -1,      18,      18
      18,       9,    -351,     342,       3,      19,      10
       9,       5,    -339,     186,       6,       0,      12
      14,      17,   -1139,      68,     -10,      14,      16
      16,       0,    -459,     880,      26,      22,      11
       4,       2,    -291,     380,      21,       9,      10
      14,      23,    1197,     496,      18,      12,       2
       9,      14,    -347,     222,       2,      16,       4
      12,      16,     949,     564,      22,      16,       1
      21,       0,    -459,     825,      25,      15,       0
       8,      16,    -139,     154,       5,      10,      -2
       3,       4,    -171,     380,      18,       9,      16
      23,      18,     549,     656,      14,      29,      -5
      12,      38,    1365,     196,      12,      -2,       0
       0,       0,    -459,     544,      20,      32,      13
       8,      20,    -939,     116,      -6,      20,       0
      11,       9,    -711,      93,      -7,      14,       9
       2,     -10,   -1459,     304,      25,      12,      -2
      24,       2,    -299,     852,      20,      10,      19
       1,       2,    -523,     350,      -8,      35,       7
      26,      19,    -839,    -132,      -5,       6,      -4
      13,      16,    1205,     868,      26,      27,      13
      24,      14,    -179,     434,       5,       6,      28
      -2,       8,    -107,      26,      11,       3,      -6
      21,      16,    -715,     162,      -4,      19,      10
       5,      16,    -267,      39,       3,       3,      -3
       4,      -4,    -619,     392,      10,      14,      19
      17,      18,      45,     469,       7,      14,      21
       9,       6,    -291,     549,       7,      18,      33
      19,       7,      73,     617,      19,      15,      -1
      18,      31,    -459,     268,       0,       2,      31
      32,       9,    -819,    -204,     -10,       0,      22
      10,      -4,    -459,     404,       0,      30,      13
      12,      22,    1301,     414,      20,       3,       3
      -4,       0,    -459,     410,       9,      16,      29
      30,      19,     985,     882,      19,      15,       6
      -6,       3,    -255,      60,      17,      -2,      10
       5,      23,    1381,     340,      20,      16,      -5
      12,      20,    -299,     124,       2,       8,       1
      12,      -3,    -387,     164,      -6,      32,      -6
      15,      13,     477,     504,      18,       7,       7
       3,      -8,     149,    -113,     -19,       5,       1
       2,       8,      53,     190,      16,       7,      -1
       0,       6,    -363,     316,       4,      18,      14
       0,       7,    -151,     366,      11,      10,      25
      17,      -2,    -571,     526,      14,      22,      -2
      25,       9,     225,     747,      19,      15,       1
       5,       9,      45,     498,      14,      24,      13
      14,      10,    -579,     390,      -3,      29,      20
      26,       5,    -159,     520,      15,       0,       5
      29,      29,    -807,     -13,      -3,       2,       9
      23,       4,    -459,     248,       0,      12,      16
      19,       2,    -387,     433,       9,      20,       1
      11,      26,     269,     287,       7,      20,      -4
       8,      23,    -643,     158,      -2,      17,       2
      14,       9,    -567,      36,      -3,       0,      12
      21,      29,     585,     251,       9,      -4,       6
       4,      -1,    -523,     446,      16,      23,       7
       0,      -5,   -1119,     108,      33,      -5,      -5
       4,      20,    -779,       8,      -4,      -8,      16
       5,       9,    -171,      16,       8,       0,      -9
      15,      -5,    -659,     318,      10,       6,       6
      18,      -4,    -459,    -102,       0,      -3,      -9
      18,      19,    -383,     230,       1,      15,       7
      32,      15,    -639,    -158,      -3,     -14,      12
      21,       8,      53,     858,      16,      25,      22
      30,      11,     465,     916,      21,       4,      15
      10,      36,     981,     482,      10,      21,      14
      10,      17,     765,     386,      18,      13,      -4
      14,       0,    -459,     464,      11,      18,       8
       7,      11,    -107,     100,       8,       6,      -8
      10,      12,    -267,     336,       4,      12,      19
       6,      18,     117,     256,       8,      16,       0
      -9,       2,    -347,     160,      14,      -7,      34
      -1,      29,    2093,     308,      22,       3,      21
      14,       9,     -99,     526,      10,      15,      22
      -9,      26,    -771,     545,      -3,      28,      32
      14,      35,     521,     186,       7,      -9,      17
       0,      33,    2973,     272,      26,       6,       7
      20,      35,     241,     222,       5,       6,       4
      23,       6,    -339,     471,       5,      11,      27
      -5,       5,    -559,     111,      -5,      14,      -3
      25,      20,     821,     948,      16,      26,      24
       6,       5,    -379,     290,       4,      17,       9
     -23,      25,    2441,    -161,      29,      14,      24
      11,      -6,    -987,     416,      22,       1,       4
       8,     -10,    -779,     230,       8,      -1,      16
      -4,       7,    -319,     336,       5,      15,      22
       0,      -2,    -571,     342,      14,       1,      31
     -11,      11,    -415,     195,       1,      12,      10
       1,      12,    -555,     248,      -2,      23,       4
       9,      13,    -355,     114,       2,       6,       3
       3,      -1,    -535,     405,      19,      17,       8
       7,      10,    -379,      80,       2,      -9,      18
       1,      29,    -227,     326,       2,      20,      14
       3,      15,    1041,     155,      25,      -3,      -5
      -3,       6,    -507,      -4,      -2,       1,      -1
      -5,      20,     901,     267,      17,      13,      15
      16,      -7,    -655,     366,       7,      -2,      29
       2,      14,    -459,     332,       0,      22,      14
      10,      21,     717,     370,      14,       9,       7
      25,      23,   -2575,    -419,     -23,       7,      28
       0,      12,      69,     188,      11,       9,       4
      24,       5,     -39,     768,      21,      13,       1
      18,       4,    -427,      32,       2,      -8,       8
       5,      19,     301,     398,      10,      16,      16
      -5,      16,    -267,     -11,       3,       9,     -13
      -1,      12,    -603,     281,      -3,      12,      22
       0,      14,     269,     442,      13,      22,      18
      -4,       7,    -459,      20,       0,       2,       0
     -16,      -7,    -795,     180,      12,      26,       5
       3,      13,    -251,     226,       4,      19,       0
      30,       8,    -395,     186,       2,       1,      13
       9,       0,    -459,     476,      34,      -5,       2
      19,      28,    2341,     661,      25,       2,       2
      -9,      25,     741,     142,      12,       5,      16
       1,      14,    -403,     265,       1,      21,       6
       1,      13,    -719,     167,      -5,      21,      -1
       4,      22,    1213,     576,      19,      21,      22
      17,      -4,    -507,     111,       3,       1,       4
      30,      26,     165,     446,       6,      23,       0
       0,      14,     605,     200,      19,      -1,      12
     -10,       8,    -139,     240,      10,      28,       0
      12,      10,      61,     490,      13,      24,       2
       7,      19,    -459,     176,       0,      20,      -3
       5,      31,    1401,     591,      15,      13,      37
      -3,       6,    -459,      48,       0,       4,       1
      11,      17,      17,     203,       7,      10,      -2
      -3,      27,     297,     101,       7,       4,       5
      17,     -21,   -1635,     292,      14,      -7,       5
     -10,      14,     325,      40,      14,       8,       2
      18,       2,    -267,     618,      24,      -3,       9
       0,      11,      69,     234,      12,      -3,      24
      14,      31,    1401,     416,      15,      10,       2
      -1,       9,     117,     526,      16,      31,      17
      15,      -6,    -651,     242,       8,       9,      -2
       8,      -4,    -603,     196,       9,       3,       5
       5,      22,    2005,     460,      28,      12,       4
      -7,       3,    -315,      -4,      12,      -4,       6
       0,      16,     949,     508,      22,      28,      12
       7,      25,    2541,     814,      30,      28,      18
      19,       5,     -19,     722,      22,      22,      -6
       6,       0,    -459,     356,      13,       0,      25
      29,      21,     381,     454,      10,       0,      13
      -1,      12,    -459,     352,       0,      12,      29
      -4,       1,    -407,     330,      13,      20,      13
      24,      26,    1309,     670,      17,      12,       5
      19,       7,    -459,     146,       0,       5,      12
      16,      -7,    -627,     228,       6,       4,       7
       7,       6,    -459,     212,       0,      18,       4
      25,      19,     529,     763,      13,      16,      25
       0,      21,     213,      54,       8,      -1,       2
      12,      22,     333,     280,       9,       3,      11
       5,       7,    -403,     164,       2,       3,      14
      13,      19,    1289,     529,      23,       6,       4
      18,      25,   -1459,    -126,     -10,       9,       3
      12,       7,    -207,     518,       9,      14,      27
       7,      -5,    -599,     117,       7,       5,      -3
       5,      19,     757,     186,      16,       1,       0
      11,       0,    -459,     553,      19,      11,      15
       8,      17,    1649,     412,      31,       5,      -9
      11,       3,    -387,     190,       6,      12,      -4
       6,      16,    -395,     194,       1,      11,       9
      13,       7,     353,     689,      29,       9,       6
      11,      -2,    -531,     319,       9,      11,       7
      23,      12,    -219,     591,       5,      15,      37
      14,      -5,     -59,    -370,     -20,      -1,       5
      14,      24,    -267,     464,       2,      32,      13
      16,      15,     381,     646,      14,      21,      16
      13,      27,    1485,     540,      18,      15,       6
      12,      15,    -339,     304,       2,      22,       6
      15,      -1,    -495,     259,       9,      -5,      15
       0,      13,     893,     398,      26,      25,      -1
      25,      -1,    -619,    1156,      40,     -10,       2
      20,      22,      69,     326,       6,      21,      -5
      14,      14,     605,     616,      19,      10,      17
      21,      12,     165,     793,      13,      17,      34
      -1,     -12,    -555,     322,       2,      12,      24
       7,       0,    -459,     291,       7,       0,      25
       7,       2,    -283,     556,      22,      11,      20
       4,      -3,    -807,     528,      29,       7,      21
       7,       9,     477,     612,      26,      21,       8
      38,      18,    -387,     332,       1,      24,       6
      22,     -12,   -1947,     818,      31,     -13,      10
       2,       9,    -603,     182,      -4,      11,      13
       6,       9,    -495,     232,      -1,      22,       3
      10,       4,    -299,     286,      10,      19,      -8
       5,       3,    -351,     249,       9,      11,       5
       8,      10,     221,     350,      17,       4,       9
       0,       0,    -459,     300,      11,      17,       8
      16,     -13,   -1083,     662,      12,      19,      26
       1,      20,     901,     399,      17,      12,      20
      21,      27,    3213,    1176,      34,       5,      26
      13,      12,     261,     633,      15,      30,       6
      10,      13,     789,     540,      24,       6,      12
      23,      18,     261,     676,      10,      29,      12
      32,       3,    -459,     192,       0,       4,      19
      13,      32,     565,     384,       8,      28,      -6
      17,      10,     901,     902,      34,       8,       5
       5,      17,     425,     327,      13,      20,      -2
       8,      22,    1213,     414,      19,      14,       1
       5,      14,    -235,     184,       4,       6,      10
      -2,      17,    1445,     246,      28,       3,      13
       5,      -2,    -555,     468,      12,      24,      12
       0,       7,      17,     232,      17,      13,       0
     -11,       9,    -567,     203,      -3,      10,      11
       9,      19,     529,     165,      13,      -7,       5
      17,       0,    -459,     423,      11,       5,      15
      15,      26,    -251,     308,       2,       9,      22
       2,      19,     453,     264,      12,      16,       1
       5,      23,     369,     337,       9,       7,      21
      32,      14,   -1075,      38,     -11,      24,      27
       8,      11,     553,     432,      23,      11,       0
      -1,      30,     501,     250,       8,       9,      15
       0,       5,    -119,     464,      17,       9,      34
      16,      25,    2141,     780,      26,      16,       6
       0,      10,    -139,      56,       8,       0,       1
      20,       7,    -375,     274,       3,      14,       7
       9,      -4,    -331,      28,      -8,      -6,      26
       9,       6,    -243,     409,       9,      29,      -2
       4,       4,    -459,     430,       0,      31,      15
       7,       1,    -459,      70,       0,       3,       5
     -11,       9,     405,     274,      24,      25,      18
      26,      -7,    -403,     182,      -2,      -1,      32
      14,      -5,    -519,     290,       3,      23,       0
      10,      -4,    -283,     144,     -11,      28,       5
       2,      44,    -987,     132,      -3,       2,      17
      15,      18,     333,     179,      11,      -6,       1
       2,     -17,   -1479,     238,      15,      -1,      16
       9,       0,    -459,     289,       9,      17,      -2
      -2,       3,    -231,     288,      19,      10,      14
      -5,      19,     757,     252,      16,      10,      17
      -4,      17,    -119,     322,       5,      20,      14
      20,       9,     261,     574,      20,      -1,       8
      21,      19,     757,     786,      16,      21,      18
      35,      38,    2885,     942,      22,       4,       0
       0,      13,    -199,    -116,       5,      -1,     -17
      -5,      19,     529,     329,      13,      18,      17
       6,      14,     101,     284,      10,      10,       8
      30,       0,    -459,     680,       8,      36,       4
      13,      29,   -2083,     -56,     -14,       5,      20
      29,      23,    -459,     372,       0,      30,       9
      15,       2,    -307,     397,      19,      -5,       6
      17,      26,    -355,      87,       1,       0,       8
       3,      16,   -1099,     318,     -10,      28,      16
       0,      16,     309,     318,      12,      11,      17
      12,      -1,    -531,     778,      18,      31,      18
      18,       8,    -107,     454,      11,      11,      10
       5,       5,    -319,     363,       7,      19,      12
       3,      15,    1101,     424,      26,      19,       0
      25,       4,     -59,     901,      25,      -1,      17
     -13,       7,     101,    -120,      20,      -2,       5
      12,      19,     985,     666,      19,       6,      33
       2,      27,     945,     188,      13,      -2,      13
      12,      16,    -203,     324,       4,       2,      29
      19,       5,    -299,     312,       8,       0,      14
       9,       9,    -927,    -175,     -13,      -2,       5
      24,      18,     261,     196,      10,       4,     -18
      19,      15,     141,     414,      10,      10,       8
      -5,      26,    1517,     -31,      19,      -1,      -5
       5,      -6,    -723,     325,      11,       2,      23
      29,      15,     321,     699,      13,      14,      13
     -12,      -5,    -499,     308,       2,       8,      30
       7,      14,      45,     511,       9,      29,      13
      -2,      19,     605,     154,      14,      13,      -4
      19,      28,     549,     681,       9,      32,      17
      18,      32,     693,     494,       9,      19,      11
       7,      20,     821,     364,      16,      14,       2
      -1,      -1,    -443,     120,      -4,      18,      -5
       1,     -11,    -987,     320,      12,      10,      17
      13,      20,    1141,     596,      20,      12,      12
       0,      19,     377,     226,      11,       8,      10
       5,      10,     501,     486,      24,       7,      19
       6,       2,    -283,     256,      22,      -4,       4
      20,      27,    -243,     138,       2,       7,       2
     -13,     -14,   -1411,     133,      17,       6,      24
       2,      -9,    -639,     160,       5,       0,      15
       7,      21,    -207,     239,       3,       8,      15
       1,      21,    -291,       4,       2,      -1,       0
      22,       3,    -435,     394,       2,      21,      16
       0,      28,    1893,     384,      21,      17,      11
       1,       2,    -467,     -25,      -1,      -5,       4
     -28,      24,     405,     128,       9,      15,      22
       9,       2,    -339,     193,      15,       0,      -4
      11,       9,     153,     583,      17,      23,       8
      -3,       7,     101,      90,      20,       3,       0
      16,      -9,    -963,     480,      14,      -2,      24
      27,      12,     645,    1057,      23,      25,       6
       7,      -2,    -587,     360,      16,       0,      19
       1,       4,    -219,     415,      15,      11,      25
      -4,      19,     377,     356,      11,      27,       8
       2,      18,    1485,     482,      27,       9,      22
       6,       6,      93,     498,      23,       3,      24
      16,       4,    -155,     524,      19,       9,       2
      34,      12,    -603,    -144,      -3,     -12,      12
      -1,      10,     421,     446,      22,      16,      22
      20,      10,     461,     740,      23,      11,       4
      11,       7,     -95,     281,      13,       6,       0
      30,      27,     945,     692,      13,      16,       8
      24,      15,    1521,    1356,      33,      19,      22
      20,       9,    -459,     278,       0,      11,      21
      11,       9,    -603,     140,      -4,       0,      26
      11,       2,    -339,     297,      15,       9,      -6
      17,       2,    -507,     104,      -6,      17,       9
      18,      12,    -267,     322,       4,      17,       7
       7,       5,    -419,      10,       2,     -16,      18
       9,       6,     -27,     522,      18,      22,       4
       6,      26,     581,     146,      10,       1,       2
      -7,       9,    -459,     168,       0,       0,      21
      18,      14,     773,     538,      22,       5,      -5
       8,      17,     153,     564,       9,      27,      21
       4,      10,     301,     578,      19,      30,      11
       9,       5,    -319,     381,       7,      14,      17
      18,      17,     629,     634,      16,       9,      20
      25,      -1,    -543,     953,      21,      11,      24
       2,       7,     241,     272,      25,      -8,      19
      12,       2,    -387,     284,       9,       9,       4
      30,       0,    -459,     560,      13,       2,       9
       4,       1,    -359,     300,      25,       5,       0
       4,      18,     693,     524,      16,      18,      23
       4,      16,    -331,     -78,       2,      -1,     -11
      12,       0,    -459,     344,      12,       0,      16
       4,       3,    -399,     292,       5,       5,      24
      13,       9,     -99,     110,      10,      -8,       0
      23,      -1,    -543,     793,      21,      20,      -2
       6,       6,    -147,     404,      13,      12,      16
      13,      12,    -603,      33,      -3,       9,       0
